id,publishedAt,channelId,title,channelTitle,tags,duration,dimension,definition,caption,licensedContent,contentRating,projection,viewCount,likeCount,favoriteCount,commentCount
AhOO2L6BI7Q,2023-11-16T10:06:35Z,UCOOnw7df5NTnYk5Rjb5Gl1Q,Chaukhadi2107 | Những chiếc bút độc lạ #shorts #diy #fyp #viral #studywithme,Châu Khả Di,"['châu khả di', 'tiktok châu khả di', 'châu khả di bullet journal', 'châu khả di trang trí sổ', 'bullet journal', 'trang trí sổ', 'trang trí sổ tay', 'cách trang trí sổ tay', 'bullet journal setup', 'bullet journal ideas', 'how to bullet journal', 'cách trang trí sổ', 'trang trí sổ bằng sticker', 'trang trí sổ tay đơn giản', 'bullet journal đơn giản', 'cách làm bullet journal', 'plan with me', 'trang trí sổ tiktok', 'bullet journal tiktok', 'tiktok trang trí sổ', 'decor notebook', 'chau kha di', 'châu khả di tiktok']",PT46S,2d,hd,false,True,{},rectangular,467717,15192,0,61
pVyyAZjH_K8,2023-11-17T11:19:08Z,UCD9CTJiGXnrzGj4Mz7_eRgw,What about me😢? Doge Gaming #shorts #bloxfruits #bloxfruit,Doge Gaming,"['roblox', 'blox fruits', 'roblox blox fruit', 'blox fruit', 'roblox story', 'roblox gameplay', 'doge roblox', 'doge', 'lv max blox fruit update 18', 'lv max blox fruit', 'bounty hunting', 'bounty hunting blox fruits', 'trái ác quỷ', 'roblox one piece', 'blox fruits update', 'leopard', 'memes random', 'roblox blox fruits', 'blox piece', 'trái ác quỷ blox fruits', 'dragon fruit blox fruit', 'cách bạn thực sự chơi', 'phoenix', 'blox fruits roblox', 'dough v2', 'raid dough', 'pro help noob bloxfruit', 'race v2 blox fruit']",PT24S,2d,hd,false,True,{},rectangular,933748,112613,0,1545
Tt5vFAPWxl4,2023-11-12T14:30:11Z,UCkTDUvYWhPaanCn43GA-SCg,Cuối Tuần Tuyệt Vời | Tập 3: GIN TUẤN KIỆT bị TRƯỜNG GIANG DIỆU NHI cà khịa vì luôn nhắc cục vợ PUKA,ALO Media Entertainment,"['cuối tuần tuyệt vời', 'cuoi tuan tuyet voi', 'cuối tuần tuyệt với tập 3', 'cuoi tuan tuyet voi tap 3', 'amazing saturday', 'amazing saturday 2023', 'cuối tuần tuyệt vời trường giang', 'cuối tuần tuyệt vời đức phúc', 'trường giang cuối tuần tuyệt vời', 'alo media entertainment', 'amazing saturday vietnam', 'cuối tuần tuyệt vời tiến luật', 'quang trung cuối tuần tuyệt vời', 'jun phạm cuối tuần tuyệt vời', 'trường giang', 'đức phúc', 'chị đẹp diệu nhi', 'tiến luật', 'gin tuấn kiệt', 'thiều bảo trâm', 'ginpu', 'gin puka']",PT1H14M39S,2d,hd,false,True,{},rectangular,851913,17005,0,1143
EyKGymeH2wo,2023-11-17T09:30:04Z,UC6ik7KPV5oL914e4LkpQMpA,【鬥羅大陸】敲一敲就有點心！ #鬥羅大陸#唐三#小舞,梓俊与唐三,"['斗罗大陆', 'cos', '剧情', '唐三', '小舞', '悬疑', '反转', '套路']",PT27S,2d,hd,false,True,{},rectangular,3135177,51157,0,29
iq_UFyPkmKE,2023-11-12T19:07:14Z,UC9xeuekJd88ku9LDcmGdUOA,"CHELSEA - MAN CITY: CUỘC RƯỢT ĐUỔI ĐIÊN RỒ, HAALAND CÚ ĐÚP, NGƯỜI CŨ GIEO SẦU | NGOẠI HẠNG ANH 23-24",Kplus Sports,"['K+', 'Truyền hình K+', 'k+ Sports', 'kplus', 'kplus sports', 'bóng đá', 'tin bóng đá', 'tin thể thao', 'bóng đá ngoại hạng anh', 'ngoại hạng anh', 'ngoai hang anh', 'ngoại hạng anh 2022 2023', 'premier league', 'premier league 2022 2023', 'highlights ngoại hạng anh', 'champions league', 'manchester united', 'man city', 'chelsea', 'man united', 'liverpool', 'tottenham', 'arsenal', 'fpt bóng đá', 'Harry Maguire', 'Erling Haaland', 'Pep Guardiola', 'Derby Manchester', 'Cúp c1', 'epl', 'cúp c2', 'xem bóng đá', 'highlight']",PT12M31S,2d,hd,false,True,{},rectangular,3134711,33130,0,3589
EDn0CBr_A3o,2023-11-16T08:03:47Z,UCpoNfKwZbecrcFpzm0ET4uw,Tiến sĩ Lưu Bình Nhưỡng đã phát biểu gì và lý do bị bắt lúc này? - BBC News Tiếng Việt,BBC News Tiếng Việt,,PT3M48S,2d,hd,false,True,{},rectangular,479777,2540,0,820
t06DlMd4Kio,2023-11-17T03:14:49Z,UCSwvDNqqUsqMhiGwoYKTp5A,Tổng Tài Đi Xem Mắt Gặp Cô Nàng Ngổ Ngáo Rồi Cưới Luôn Làm Vợ Cưng Chiều Hết Mực,Thiên Kim Review,"['review phim', 'tóm tắt phim', 'phim ngắn trung quốc', 'phim lồng tiếng', 'phim ngắn', 'phim drama', 'review phim trung quốc', 'review phim hàn', 'kịch ngắn reivew', 'kịch dài review', 'phim ngắn trung quốc hay']",PT2H40M36S,2d,hd,false,True,{},rectangular,389673,4414,0,160
meEUbqh35fs,2023-11-04T07:15:01Z,UCnbbGVLEKgBnwGxHro0eD1w,Thợ Săn Zombie Và Sự Trở Lại Của Xác Sống || Zombie gets revenge on killer #shorts,Bon Bon Media,"['hưng tino tivi', 'hưng tino tv', 'phim cổ tích', 'cổ tích đời thực', 'phim đời thực', 'thu hiền tivi', 'trung học du ký', 'bon bon media', 'shorts', 'tik tok vui nhộn', 'shorts troll', 'Xác Sống', 'thợ săn zombie', 'sự trở lại của xác sống', 'zombie gets revenge on killer']",PT59S,2d,hd,false,True,{},rectangular,37028749,,0,394
9X6wudk9Up4,2023-11-12T03:00:04Z,UCpI7A5Zz-FdH_8TUir2DQ9g,Anh Ba Phải | Thử Thách 25H Cắm Trại Nhà Hoang - Đấu Giá Lấy Đồ Ăn,Anh Ba Phải TV,"['anh ba phai tv', 'anh ba phải tv', 'anh ba phải tv tập mới nhất', 'video mới nhất của anh ba phải tv', 'team anh ba phải tv', 'ba phải tv', 'anh ba phải vlogs', 'anh ba phải cắm trại', 'anh ba phải cắm trại nhà hoang đấu giá lấy đồ ăn', 'anh ba phải 24h cắm trại nhà hoang', 'cắm trại nhà hoang đấu giá', 'cắm trại đấu giá tập 8 của anh ba phải', 'camping challenge', '24h cắm trại đấu BD tập 8', 'anh ba phải 25h cắm trại nhà hoang đấu giá', '25h', '25h cắm trại đấu giá', '25h cắm trại nhà hoang']",PT1H56M53S,2d,hd,false,True,{},rectangular,1460063,32698,0,1173
nmQ8b7cYQ6E,2023-11-15T10:15:23Z,UCPhPBJ3qE719TgLYVcNY8yg,"Ông Lưu Bình Nhưỡng hiện giữ chức vụ gì trước khi bị bắt, còn làm Đại biểu Quốc hội không? | TP",Tiền Phong TV,"['tiền phong', 'tiền phong tv', 'tienphong', 'tin nóng tiền phong', 'tien phong tv', 'tin tức', 'tin tức 24h', 'tin tức 24h mới', 'tin việt nam', 'thời sự', 'ông lưu bình nhưỡng', 'lưu bình nhưỡng', 'cưỡng đoạt tài sản', 'bắt tạm giam ông lưu bình nhưỡng', 'ông lưu bình nhưỡng là ai', 'vụ ông lưu bình nhưỡng bị bắt', 'ông lưu bình nhưỡng bị bắt tạm giam', 'ông lưu bình nhưỡng bị bắt tạm giam về tội cưỡng đoạt tài sản', 'hành vi cưỡng đoạt tài sản', 'phó trưởng ban dân nguyện của ủy ban thường vụ quốc hội']",PT8M2S,2d,hd,false,True,{},rectangular,551645,2081,0,3
J7i8-JMKU2U,2023-11-08T15:11:00Z,UC_Ba9vCsY19LF7-gc46lWQQ,Make a Minecraft window with me 🙌 #shorts,Cosmo Guy,,PT15S,2d,hd,false,True,{},rectangular,33116744,1069983,0,8092
1o_BTt0cY_0,2023-11-09T12:30:08Z,UCIg56SgvoZF8Qg0Jx_gh6Pg,"KỊCH TÍNH lần tìm, tóm gọn ‘ông trùm’ tiền giả từ bài đăng facebook | Hồ sơ vụ án mới nhất 2023",ANTV - Truyền hình Công an Nhân dân,"['tiền giả', 'bắt ông trùm', 'ông trùm sản xuất tiền giả', 'triệt phá đường dây sản xuất', 'buôn bán tiền giả', 'bắt ông trùm sản xuất tiền giả', 'tố giác tội phạm', 'kịch tính vụ bắt ông trùm', 'sản xuất tiền giả từ bài đăng facebook', 'lê bá toàn sản xuất tiền giả', 'phá án', 'công an phá án', 'điều tra phá án', 'hành trình phá án', 'hồ sơ vụ án', 'hồ sơ vụ án hôm nay', 'hồ sơ vụ án antv', 'antv', 'truyền hình công an nhân dân', 'thcand', 'truyen hinh cong an nhan dan']",PT23M39S,2d,hd,false,True,{},rectangular,1096703,4231,0,302
rJabgOChWiM,2023-11-05T02:00:19Z,UC2fu6CiFfNYz5UFORvFyc0w,Khóa Ly Biệt - Voi Bản Đôn | The Masked Singer Vietnam 2023 [Audio Lyric],Vie Channel - MUSIC,"['htv2', 'vie channel', 'music vie channel', 'the masked singer vietnam', 'the masked singer việt nam', 'the masked singer', 'ca sĩ mặt nạ', 'the masked singer mùa 2', 'ca sĩ mặt nạ mùa 2', 'mascot ca sĩ mặt nạ', 'trấn thành', 'tóc tiên', 'ngô kiến huy', 'the masked singer vietnam mùa 2', 'ca sĩ mặt nạ tập 13', 'voi bản đôn the masked singer', 'khóa ly biệt voi bản đôn ca sĩ mặt nạ', 'khóa ly biệt voi bản đôn the masked singer', 'voi bản đôn khóa ly biệt the masked singer', 'voi bản đôn khóa ly biệt ca sĩ mặt nạ']",PT5M40S,2d,hd,false,True,{},rectangular,2191436,9913,0,980
oM4Sqp_TgAM,2023-11-07T03:00:22Z,UCWEf5lJDJTmZXnqWnBadi6A,Nhân BiBi Và Các Bạn Hãy Giúp Chú Cảnh Sát Tv Man Bắt Được Skibidi Toilet,Nhân BiBi,"['nhân bibi', 'nhan bibi', 'nhân bibi shorts', 'shorts', 'siêu nhân', 'anh nhân bibi', '#nhanbibi', 'skibidi toilet', 'tv man', 'chú cảnh sát', 'giúp đỡ chú cảnh sát']",PT28S,2d,hd,false,True,{},rectangular,2735038,158026,0,91
XXDYwfujk4Q,2023-11-16T09:30:11Z,UCD09NCZlzMj4yGvGkLbuBpw,2 Cánh Cổng Gỗ Ở Quê Ông Lưu Bình Nhưỡng Có Gì Đặc Biệt Mà Bị CA Lập Biên Bản Sau Khi Khám Xét?|SKĐS,Báo Sức khoẻ & Đời sống,"['báo sức khỏe và đời sống', 'sức khỏe và đời sống', 'skđs', 'skds', 'suc khoe doi song', 'bao suc khoe va doi song', 'ông lưu bình nhưỡng', 'lưu bình nhưỡng', 'bắt tạm giam ông lưu bình nhưỡng', 'ông lưu bình nhưỡng là ai', 'vụ ông lưu bình nhưỡng bị bắt', 'ông lưu bình nhưỡng bị bắt tạm giam', 'cường quắt', 'hành vi cưỡng đoạt tài sản', 'phó trưởng ban dân nguyện của ủy ban thường vụ quốc hội', 'cường quắt liên quan vụ ông lưu bình nhưỡng bị bắt', 'lập biên bản 2 cánh cửa gỗ ở quê ông lưu bình nhưỡng']",PT8M33S,2d,hd,false,True,{},rectangular,539005,2322,0,0
7qf0HrBi5jA,2023-11-12T16:21:11Z,UCpnQwjzvDm1MOMtZV2zkVpA,DCG VS ONE | BRU VS VCF | ONE VS VCF | LỄ BỐ THĂM CHIA BẢNG AIC 2023,Liên Quân Mobile eSports-Garena,"['garena liên quân', 'liên quân mobile', 'liên quân', 'arena of valor', 'đấu trường danh vọng', 'garena liên quân mobile', 'aov', 'aov vn', 'garena', '#TuPhuongDaiChien #TPĐC2023 #GiaiDauCongDong #AoV #LienQuanMobile #Esports #TheThao', 'Tứ Phương Đại Chiến', 'TPĐC', 'aic', 'aic 2023', 'worlds', 'worlds 2023', 'vcs', 'vcs lmht', 'lmht', 'team flash', 'bru', 'buriram united', 'esports', 't1', 't1 vs jdg', 'jdg', 'faker', 'xb', 'xuân bách', 'fl xb', 'flash', 'judas', 'tdt esports', 'tdt']",PT9H7M1S,2d,hd,false,False,{},rectangular,1030075,5282,0,373
_0o3ECVV7C8,2023-11-11T09:45:03Z,UConnM5zwOP9vG_LPTYbRsAg,🔴[LIVE] Casting Tuyển Thành Viên Mới Kênh Lâm TV,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Người Cuối Cùng Ngừng Ăn Bánh Trung Thu Nhân Drama Của Vỹ Rời Khỏi Team', 'Người Cuối Cùng Ngừng Ăn Bánh Trung Thu Nhân Drama Của Vỹ', 'Vỹ Rời Khỏi Team', 'Drama Vỹ Rời Khỏi Team', 'Người Cuối Cùng Ngừng Ăn Bánh Trung Thu Nhân Drama Vỹ Rời Khỏi Team', 'Người Cuối Cùng Ngừng Ăn Bánh Trung Thu', 'Người Cuối Cùng', 'Người Cuối Cùng Ngừng Ăn', 'Bánh Trung Thu Nhân Drama', 'Bánh Trung Thu Nhân Drama Vỹ Rời Khỏi Team', 'Drama Vỹ', 'Vỹ Rời Team Lâm Vlog', 'Vỹ Lâm Vlog', 'Vỹ']",PT1H45M21S,2d,hd,false,True,{},rectangular,1411100,39845,0,3994
yHch1Y5IKbI,2023-10-29T13:40:11Z,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Mùa 2 | Tập 36: B Ray bị Dương Lâm phong ấn, BigDaddy hoá nàng tiên cá mắc cạn",ĐÔNG TÂY PROMOTION OFFICIAL,"['dong tay promotion', 'đông tây promotion', 'htv', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2023', 'trường giang', 'truong giang', 'kiều minh tuấn', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'HIEUTHUHAI', 'le duong bao lam', '2 ngày 1 đêm full', '2 ngày 1 đêm mùa 2', '2 ngay 1 dem mua 2', '2 ngày 1 đêm mùa 2 tập 36', '2 ngày 1 đêm tập 36', '2 ngay 1 dem tap 36', '2 ngay 1 dem mùa 2 tap 36', 'bray', 'bigdaddy', 'b ray']",PT1H21M1S,2d,hd,false,True,{},rectangular,9372298,91245,0,4468
J_pEJHpiBxk,2023-11-17T15:51:30Z,UCKgALVAg70mbC4SwhkyhvRw,[VN] KNOCKOUT STAGE - DAY 4 | FFWS 2023,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'giải đấu free fire', 'ff dau giai', 'htst', 'free fire đấu giải', 'FFSI', 'FFSI 2023', 'free fire live', 'free fire giải đấu', 'free fire highlight', 'trailer ffsi', 'P Esports', 'vòng bảng ffsi', 'free fire video', 'free fire event', 'free Fire live', 'live ffsi', 'FFWS2023Bangkok', 'OwntheGlory', 'Ma Gaming', 'PE', 'WAG', 'GOW', 'PE NERO', 'WAG THEGHOST', 'GOWDQUANG', 'RIKAKI']",PT4H21M26S,2d,hd,false,False,{},rectangular,292396,4442,0,100
pwAdpUU_JeA,2023-11-16T09:30:45Z,UCW2VpyLcDYZghyejDI7jzgA,"Cô gái bán hàng rong đi xem mắt nhầm, không ngờ may mắn húp được cái máy bào tiền nghìn tỷ",Chích Kừn Review Phim,"['review phim', 'tóm tắt phim', 'review kịch ngắn', 'review phim trung quốc', 'review phim trung', 'review phim ngôn tình', 'phim ngôn tình trung quốc', 'phim ngắn trung quốc', 'phim tình cảm']",PT3H34M35S,2d,hd,false,True,{},rectangular,339980,2697,0,71
gGMECS1E5zQ,2023-11-10T14:08:14Z,UCpnQwjzvDm1MOMtZV2zkVpA,ONE vs TDT l BRU vs FL l TDT vs FL - VÒNG TUYỂN CHỌN AIC 2023 | NGÀY 2 (10/11),Liên Quân Mobile eSports-Garena,"['garena liên quân', 'liên quân mobile', 'liên quân', 'arena of valor', 'đấu trường danh vọng', 'garena liên quân mobile', 'aov', 'aov vn', 'garena', '#TuPhuongDaiChien #TPĐC2023 #GiaiDauCongDong #AoV #LienQuanMobile #Esports #TheThao', 'Tứ Phương Đại Chiến', 'TPĐC', 'aic', 'aic 2023', 'worlds', 'worlds 2023', 'vcs', 'vcs lmht', 'lmht', 'team flash', 'bru', 'buriram united', 'esports', 't1', 't1 vs jdg', 'jdg', 'faker', 'xb', 'xuân bách', 'fl xb', 'flash', 'judas', 'tdt esports', 'tdt']",PT6H54M46S,2d,hd,false,False,{},rectangular,1470855,9195,0,243
fuQIeVyDLa0,2023-11-08T10:38:56Z,UCeYTfGpNCmVhlxjQxBDrGPA,GENIUS FOOD HACKS 🎂🍰 #shorts,Mr DegrEE,"['jail', 'prison', 'funny', 'food', 'cake', 'hacks', 'life hacks', 'mr degree', 'shorts', 'mariana', 'genius', 'cool', 'idea', 'trick']",PT51S,2d,hd,false,True,{},rectangular,59758295,1003394,0,358
3Tistkt4JGo,2023-11-06T11:00:02Z,UCfj-5D-yEQT68XMUHI1NaqQ,Một ngày làm người cao nhất thế giới sẽ như thế nào? | NING #shorts #ning #ninhconghoang #haihuoc,Ninh Công Hoàng,"['tiktok', 'ning', 'hoangcongning', 'ninh công hoàng', 'ninh cong hoang', 'hoang cong ninh', 'hoàng công ninh', 'ning tiktok', 'ning cong hoang tiktok', 'hài hước', 'thử thách ninh công hoàng', 'ninh công hoàng tiktok', 'hài hước ninh công hoàng', 'ningning', 'ning ning shorts', 'ning shorts', 'ú oà dám ăn trong giờ văn', 'tại sao không nên ăn trong giờ văn', 'tại sao không nên ăn trong giờ lý', 'một ngày làm người cao nhất thế giới', 'du lịch trung quốc', 'côn minh', 'côn minh trung quốc', 'người lùn ở côn minh']",PT1M,2d,hd,false,True,{},rectangular,2571209,52822,0,98
rQdES4CfGnQ,2023-11-08T11:58:34Z,UC0jDoh3tVXCaqJ6oTve8ebA,FAPtv Cơm Nguội: Tập 295: Bộ Tộc Vô Tri,FAPTV,,PT23M19S,2d,hd,false,True,{},rectangular,1596450,29738,0,929
hbC4rE4_H5M,2023-11-14T12:34:56Z,UCbEmgeA7bbgsBh2nOErifGw,Phun Tô Bao Nhiêu Trang Thì Hết Mực 1 Cây Marker? // Happy Hidari,Happy Hidari,"['happy hidari', 'hidari', 'hidari94', 'sticker', 'tiktok', 'tik tok', 'diy', 'do it yourself', 'makeover', 'bullet journal', 'decor', 'decoration', 'trang trí sổ', 'washi tape', 'stationery haul', 'dụng cụ trang trí', 'dụng cụ làm bullet journal', 'tô màu', 'gói hàng', 'hình dán', 'vẽ tranh', 'calligraphy', 'trend tik tok', 'tik tok trend', 'tuyển tập tik tok', 'tổng hợp tik tok', 'tik tok mới nhất', 'tik tok hay nhất', 'shorts', 'mực marker', 'bút marker', 'phun màu', 'súng phun màu', 'marker drawing', 'marker pen']",PT46S,2d,hd,false,True,{},rectangular,538050,13452,0,70
XdOPjHSt9N0,2023-11-07T12:20:56Z,UCHFquFKNrfsK8FGa_dbFuNw,Tự nhiên thành vô gia cư ngang,MiNi Anti Official,"['nhạc chế', 'nhac che', 'mini anti', 'nhạc chế hay', 'nhac che hay', 'mini', 'anti', 'mini anti official', 'parody', 'nhac che parody', 'nhac parody', 'anti mini', 'parody che']",PT20S,2d,hd,false,True,{},rectangular,1346272,45189,0,131
zepHPnUDROE,2023-10-25T13:00:52Z,UCtpX-hGGBtH2ZvVX9_5RwFg,WREN EVANS - TỪNG QUEN | OFFICIAL AUDIO,Wren Evans Official,"['wren evans', 'từng quen', 'tung quen wren evans', 'tung quen', 'wren evans tung quen', 'wren evans từng quen', 'từng quen wren evans', 'wren từng quen', 'từng quen lyric', 'từng quen beat', 'từng quen guitar', 'từng quen cover', 'wren evans live', 'wren evans con dau', 'wren', 'wren evans thich em hoi nhieu', 'thích em hơi nhiều wren evans', 'nhạc wren evans', 'gặp may wren evans', 'trao wren evans', 'wren song', 'việt kiều wren evans', 'viet kieu wren evans', 'anh thấy wrens', 'anh thay wrens', 'cơn đau wren']",PT2M55S,2d,hd,true,True,{},rectangular,13309181,105636,0,1775
zvBOqpbibVU,2023-11-07T10:30:20Z,UCvbSpyvK5xS_tXyyW7qXM2w,Planker 3x3 RUBIK GÂY L.Ú hơn cả Rubik Gây L.Ú cực mạnh❗️,RUBIK BMT,,PT58S,2d,hd,false,True,{},rectangular,1847576,48573,0,110
K0x9c4kDEyA,2023-11-07T10:30:04Z,UC6ik7KPV5oL914e4LkpQMpA,【鬥羅大陸】唐三怎麼這麼笨？ #鬥羅大陸#唐三#小舞 #唐舞桐,梓俊与唐三,"['斗罗大陆', 'cos', '剧情', '唐三', '小舞', '悬疑', '反转', '套路']",PT24S,2d,hd,false,True,{},rectangular,7411239,98300,0,34
D8VEhcPeSlc,2023-11-10T04:59:09Z,UCEf_Bc-KVd7onSeifS3py9g,aespa 에스파 'Drama' MV,SMTOWN,"['aespa', '에스파', 'drama', '드라마', 'æspa', 'teaser', '티저', 'mv', 'music video', '뮤직비디오', '카리나', '지젤', '윈터', '닝닝', 'KARINA', 'GISELLE', 'WINTER', 'NINGNING']",PT3M48S,2d,hd,true,True,{},rectangular,53277873,851954,0,75839
vIgnPmmcSXs,2023-11-14T02:00:09Z,UCsSsgPaZ2GSmO6il8Cb5iGA,skibidi toilet 67 (part 3),DaFuq!?Boom!,"['skibidi meme', 'sfm animation', 'funny animation', 'gmod animation', 'skibidi toilet vs cameramen', 'titan cameraman', 'skibidi toilet', 'scientist skibidi', 'titan speakerman', 'titan tvman']",PT2M8S,2d,hd,false,True,{},rectangular,44069547,1901821,0,192171
VqQ9xfGgfvg,2023-10-29T13:30:16Z,UCh6snexfUrSdwKGuiyDSe5g,Bắt nạt cục cưng của chủ tịch =))))) #ciin #tiktok,CiiN Bùi Thảo Ly,,PT1M,2d,hd,false,True,{},rectangular,59936590,3370848,0,11980
uA6f1IoUKs0,2023-11-16T04:15:39Z,UCTdxW3Si8aduSuZbzyR2jlw,72nd MISS UNIVERSE Preliminary Competition,Miss Universe,"['miss universe', 'Pageants', 'Pageant Tutorials', 'Beauty Pageants', 'Miss Universe Full Show', 'missuniverso', 'miss universe 2022', 'miss universo', 'makeup', 'makeup tutorial', 'makeup glam']",PT2H17M4S,2d,hd,false,True,{},rectangular,8204632,113701,0,10808
Sydi-bjp2eQ,2023-11-02T10:57:04Z,UCiLrRPwHWjfHljbV7r-77Ag,Con kiki nó liếm cây xúc xích của bà #haibadane #shorts,Hai bà dà nè,"['hai bà dà nè', 'hai bà già nè', 'hai ba da ne', 'tiktok genz', 'tiktok hai bà già', 'tiktok hai bà dà', 'hai bà dà tiktok', 'tiktok hài hước', 'tiktok hài việt nam', 'hai bà già cháy phố', 'haibadane', 'tiktok trend', 'hai bà già nè khi có bồ', 'hai bà già nè cái nết ăn', 'hai bà già nè đám cưới', 'phim hai bà già nè', 'hài ngắn tiktok', 'hài ngắn', 'video hài hước', 'hài tiktok 2023', 'tiktok hài', 'troll', 'cà khịa cực mạnh', 'tiktok hai bà dà bị troll', 'susu troll hai bà dà', 'tiktok susu troll hai bà già']",PT31S,2d,hd,false,True,{},rectangular,5410800,88942,0,159
gRfEqmgo0Do,2023-11-06T14:00:35Z,UCMLfVa85wDQATfMqu1-LLTw,Ngài Đại sứ Pháp ăn cà cuống Việt Nam | Will in Vietnam | #Shorts,Will in Vietnam,"['will in vietnam', 'will pháp', 'will vietnam', 'will', 'vietnam', 'will in vietnam tiktok', 'tiktok', 'tik tok', 'tiểu màn thầu', 'tieu man thau', 'người nước ngoài', 'người nước ngoài ở việt nam', 'foreigner in vietnam', 'người pháp ở việt nam', 'ẩm thực', 'ẩm thực việt nam', 'người nước ngoài review ẩm thực việt nam', 'food blogger', 'food reviewer', 'tây nói tiếng việt', 'người pháp nói tiếng việt', 'người nước ngoài nói tiếng việt', 'vietnamese food', 'shorts', 'pháp', 'vietnam vlog', 'đại sứ pháp', 'cà cuống việt nam']",PT42S,2d,hd,false,True,{},rectangular,1275446,36565,0,288
0G-4gxwJnoQ,2023-11-06T15:45:00Z,UCskoC1mx8DMcGq4_MpeAnzg,Không thể đỡ nổi màn quên thoại đầy bất ngờ của hai cô bé,DQ Comedy,"['dien quan comedy', 'thách thức danh hài', 'thách thuc danh hai', 'thách thức danh hài hay nhất', 'thach thuc danh hai hay nhat', 'thách thức danh hài mới nhất', 'thách thuc danh hai moi nhat', 'hài hay', 'hai hay', 'hài mới nhất', 'hai moi nhat', 'hài trấn thành', 'hai tran thanh', 'hài trường giang', 'hai truong giang', 'phim trấn thành', 'phim tran thanh', 'đấu trường tiếu lâm', 'dau truong tieu lam', 'hài hay 2023', 'hai hay 2023', 'phim hài tết', 'phim hai tet']",PT55S,2d,hd,false,True,{},rectangular,913435,6609,0,18
QJ0A6a3HZEI,2023-11-05T03:00:09Z,UC-eBGSovPQOgmK11tLj_4oA,TÔI KHÔNG LÀM G.Á.I | TRẦN THANH TÂM #phimcucngan,PHIM CỰC NGẮN,"['phimcucngan', 'phim cực ngắn', 'phim cuc ngan', 'cutoi', 'củ tỏi', 'cu toi', 'mepodcast', 'me podcast', 'metaverseentertainment', 'metaverse entertainment', 'trinhtham', 'trinh thám', 'trinh tham', 'conan', 'kinhdi', 'kinh dị', 'kinh di', 'metv', 'shorts']",PT34S,2d,hd,false,True,{},rectangular,2185204,62182,0,824
I2U3K8f1eNQ,2023-11-06T09:01:21Z,UCW2VpyLcDYZghyejDI7jzgA,"Cô gái say rượu tình 1 đêm với tổng tài, 9 tháng 10 ngày sau đẻ luôn 1 phát 6 đứa",Chích Kừn Review Phim,"['review phim', 'tóm tắt phim', 'review kịch ngắn', 'review phim trung quốc', 'review phim trung', 'review phim ngôn tình', 'phim ngôn tình trung quốc', 'phim ngắn trung quốc', 'phim tình cảm']",PT2H34M38S,2d,hd,false,True,{},rectangular,1288773,6871,0,332
lvq1qcPhQms,2023-11-04T14:45:13Z,UCh_zF2FsiCflCPgYDudtcqg,"CHỊ ĐẸP ĐẠP GIÓ RẼ SÓNG 2023 | TẬP 2: ĐIỂM SỐ LỘ DIỆN, CHỊ ĐẸP NÀO SẼ LÀ NGƯỜI “NẮM QUYỀN”?",YEAH1 SHOW,"['yeah1 show', 'chị đẹp 2023', 'yeah1 show chị đẹp 2023', 'chi dep 2023', 'chị đẹp đạp gió rẽ sóng', 'chị đẹp đạp gió', 'đạp gió 2023', 'đạp gió rẽ sóng', 'đạp gió rẽ sóng 2023', 'đạp gió rẽ sóng bản việt', 'chị đẹp đạp gió rẽ sóng 2023', 'chị đẹp', 'tập 2 chị đẹp', 'chị đẹp tập 2', 'Chị Đẹp Đạp Gió Rẽ Sóng Tập 2', 'chị đẹp đạp gió rẽ sóng tập 2', 'tập 2 chị đẹp đạp gió rẽ sóng', 'diệu nhi', 'lan ngọc', 'mỹ linh', 'hồng nhung', 'huyền baby', 'diệp lâm anh', 'thu phương', 'uyên linh', 'thái trinh', 'hương ly cover']",PT1H44M31S,2d,hd,false,True,{},rectangular,2915328,38358,0,10173
uuAW-n8XJY4,2023-11-16T13:17:33Z,UCljFFNaQoJWeP91Bz4m_3bw,"HIGHLIGHTS: PHILIPPINES - VIỆT NAM | VĂN TOÀN, ĐÌNH BẮC CÙNG RỰC SÁNG, KHỞI ĐẦU ĐẦY THUẬN LỢI",FPT Bóng Đá Việt,"['fpt bóng đá việt', 'highlights bóng đá', 'highlights', 'highlights bóng đá hôm nay', 'highlights philippines việt nam', 'highlights philippines vs việt nam', 'highlights philippines - việt nam', 'philippines việt nam', 'philippines - việt nam', 'philippines vs việt nam', 'highlights việt nam', 'highlights vòng loại world cup', 'việt nam vòng loại world cup', 'philippines việt nam vòng loại wc', 'việt nam', 'đội tuyển việt nam', 'highlights bóng đá mới nhất', 'highlights hôm nay']",PT12M26S,2d,hd,false,True,{},rectangular,255396,,0,411
