id,publishedAt,dimension,channelId,title,tags,subscriberCount,viewCount,likeCount,commentCount,tags_count,title_count,trend
T6uymZbt4eA,2022-06-19T14:15:12Z,PT1H28M45S,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam | Tập 1: Trường Giang chơi chiêu, Kiều Minh Tuấn rớt hết &quot;sĩ diện&quot; vì miếng ăn","['dong tay promotion', 'đông tây promotion', 'htv', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'game show mới nhất 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'duong lam', 'hieuthuhai', 'le duong bao lam', '2 ngày 1 đêm full', '2 ngày 1 đêm tập 1', '2 ngay 1 dem tap 1', 'tập 1 2 ngày 1 đêm', 'tap 1 2 ngay 1 dem']",9030000,22707380,176509,8039,104,23,1
nV6qE21NdGM,2020-03-16T15:15:03Z,PT1H17M20S,UCFMEYTv6N64hIL9FlQ_hxBw,"7 Nụ Cười Xuân | Mùa 3-Tập 17: Thúy Ngân ướt mặt vì được Tiến Luật, Dương Lâm liên tục &quot;xịt khoáng&quot;","['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan tap 15', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', '7 nụ cười xuân htv', 'ninh dương lan ngọc', 'lâm vỹ dạ', 'thúy ngân', 'tập 17 7 nụ cười xuân', '7 nụ cười xuân mua 3 tap 17', '7 nụ cười xuân 17', '7 nu mua cuoi xuan mua 3 tap 17', '7 nụ tập 17', '7 nụ cười xuân tập 17', 'st 7 nụ cười xuân', 'lê dương bảo lâm', 'lê dương bảo lâm 7 nụ cười xuân', '7 nụ cười xuân le duong bao lam']",9030000,21017966,129063,11612,117,22,1
IWYB_poQ-vE,2023-02-26T14:15:10Z,PT1H46M26S,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam | Tập 31: Cris Phan “lật mặt”, Dương Lâm xây xẩm đánh mất tự chủ","['dong tay promotion', 'đông tây promotion', 'htv', 'promotion', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'hieuthuhai', '2 ngày 1 đêm tập 31', '2 ngay 1 dem tap 31', 'tập 31 2 ngày 1 đêm', 'tap 31 2 ngay 1 dem', '2 ngày 1 đêm ful']",9030000,17157307,105880,7441,94,21,1
DCLCl5NHZUs,2020-03-02T15:15:00Z,PT1H26M37S,UCFMEYTv6N64hIL9FlQ_hxBw,"7 Nụ Cười Xuân | Mùa 3 - Tập 15: Xóm &quot;nhà dơ&quot; BB Trần, Ninh Dương Lan Ngọc, Lâm Vỹ Dạ hội tụ","['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan tap 15', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', '7 nụ cười xuân htv', 'tập 15 7 nụ cười xuân', '7 nụ cười xuân mua 3 tap 15', 'ninh dương lan ngọc', 'lâm vỹ dạ', '7 nụ cười xuân 15', '7 nụ cười xuân tập 15', 'thúy ngân', '7 nụ tập 15', '7 nu mua cuoi xuan mua 3 tap 15', 'bb trần', '7 nụ cười xuân bb trần', 'bb tran', 'bb trần 7 nụ cười xuân', 'bb trần 7 nụ']",9030000,16712674,88786,11351,112,24,1
RjsEOkEaK6Y,2020-03-23T15:15:00Z,PT1H18M32S,UCFMEYTv6N64hIL9FlQ_hxBw,"7 Nụ Cười Xuân | Mùa 3-Tập 18: Lan Ngọc, Puka dùng &quot;chiêu hiểm&quot; đối đầu Tiến Luật, Trương Thế Vinh","['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan tap 15', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', '7 nụ cười xuân htv', 'ninh dương lan ngọc', 'lâm vỹ dạ', 'thúy ngân', 'tập 18 7 nụ cười xuân', '7 nụ cười xuân 18', '7 nu mua cuoi xuan mua 3 tap 18', '7 nụ tập 18', '7 nụ cười xuân tập 18', '7 nụ cười xuân mua 3 tap 18', 'puka']",9030000,15980654,79801,8566,93,21,1
spZV-B1rlZo,2022-06-26T14:15:15Z,PT1H28M51S,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam|Tập 2: HIEUTHUHAI đòi tắm chung với Trường Giang,chớp cơ hội thả thính Tiểu Vy","['dong tay promotion', 'đông tây promotion', 'htv', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'game show mới nhất 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'hieuthuhai', 'le duong bao lam', '2 ngày 1 đêm full', '2 ngày 1 đêm tập 2', '2 ngay 1 dem tap 2', 'tập 2 2 ngày 1 đêm', 'tap 2 2 ngay 1 dem', 'tiểu vy']",9030000,15299308,126187,5549,104,20,1
6eEpCq34XMo,2021-05-05T14:30:00Z,PT1H24M8S,UCFMEYTv6N64hIL9FlQ_hxBw,"Lạ Lắm À Nha | Tập 11: Trường Giang, Phạm Trưởng &quot;mệt mỏi&quot; với 7749 lần trượt nhịp của Mạc Văn Khoa","['dong tay promotion', 'đông tây promotion', 'htv', 'lạ lắm à nha', 'la lam a nha', 'lạ lắm à nha tập 11', 'la lam a nha tap 11', 'the wall song', 'the wall song vietnam', 'game show 2021', 'game show mới nhất', 'truong giang', 'trường giang', 'la lam a nha 11', 'lạ lắm à nghen', 'lạ lắm à nha 11', 'tâp 11 lạ lắm à nha', 'lạ lắm à nha vtv3', 'mạc văn khoa', 'mac van khoa', 'kha ly', 'phạm trưởng', 'pham truong', 'tú vi', 'tu vi', 'châu khải phong', 'chau khai phong', 'lâm chấn khang', 'lam chan khang']",9030000,15104788,84336,12990,98,22,1
oJd2m9_lkRc,2022-12-18T14:15:08Z,PT1H42M14S,UCFMEYTv6N64hIL9FlQ_hxBw,"2 Ngày 1 Đêm Việt Nam | Tập 21: Dương Lâm làm xiếc lộn đầu, Ngô Kiến Huy đu zipline đi &quot;thỉnh kinh&quot;","['dong tay promotion', 'đông tây promotion', 'htv', 'tvshow', 'gameshow', '2 ngày 1 đêm', '2 ngay 1 dem', '2 ngày 1 đêm việt nam', '2 ngay 1 dem viet nam', '2 days 1 night', '2N1Đ', 'chương trình thực tế 2022', 'trường giang', 'truong giang', 'kiều minh tuấn', 'kieu minh tuan', 'cris phan', 'dương lâm', 'lê dương bảo lâm', 'ngô kiến huy', 'ngo kien huy', 'hieuthuhai', '2 ngày 1 đêm tập 21', '2 ngay 1 dem tap 21', 'tập 21 2 ngày 1 đêm', 'tap 21 2 ngay 1 dem', '2 ngày 1 đêm full', 'phúc mập', 'jongrak', 'will in vietnam', 'will']",9030000,14796277,105042,5978,100,23,1
N3XAPIJ2hG0,2020-02-03T15:15:01Z,PT1H21M59S,UCFMEYTv6N64hIL9FlQ_hxBw,7 Nụ Cười Xuân |Mùa 3-Tập 11: Cười mệt với cách Cris Devil Gamer &quot;chống thính&quot; khi Thúy Ngân tỏ tình,"['dong tay promotion', 'đông tây promotion', '7 nu cuoi xuan', '7 nụ cười xuân', '7 nụ', '7 nụ cười xuân mùa 3', '7 nu cuoi xuan mua 3', 'mùa 3 7 nụ cười xuân', 'trường giang', '7 nụ cười xuân htv', 'lan ngọc', 'ninh dương lan ngọc', 'lâm vỹ dạ', 'thúy ngân', 'ninh duong lan ngoc', 'tiến luật', 'trương thế vinh', '7 nụ cười xuân 11', 'tập 11 7 nụ cười xuân', '7 nu cuoi xuan tap 11', '7 nụ cười xuân tập 11', '7 nụ cười xuân mua 3 tap 11', '7 nu mua cuoi xuan mua 3 tap 11', '7 nụ tập 11', 'cris devil gamer', 'cris phan']",9030000,14782807,82358,4730,110,21,1
i2D_sCDY5Io,2018-12-24T15:00:09Z,PT1H15M26S,UCFMEYTv6N64hIL9FlQ_hxBw,7 Nụ Cười Xuân Mùa 2 | Tập 6 Full HD: Nhà Bảy Nụ Rụng Nụ Trước Giọng Ca Trời Phú Của Puka,"['dong tay promotion', 'đông tây promotion', 'htv', '7 nụ', '7 nu', '7 nụ cười xuân', '7 nu cuoi xuan', 'bay nu cuoi xuan', 'bảy nụ cười xuân', 'TRƯỜNG GIANG', 'TIẾN LUẬT', 'TRƯƠNG THẾ VINH', 'LÂM VỸ DẠ', 'tien luat', 'truong giang', 'lam vy da', '7ncx', 'truong the vinh', '7 nu cuoi xuan mua 2', '7 nụ cười xuân mùa 2', 'Ninh Duong Lan Ngoc', 'Ninh Dương Lan Ngoc', '7 Nu Cuoi Xuan Tap 6', '7 Nu Cuoi Xuan Mua 2 Tap 6', '7 Nụ Cười Xuân Mùa 2 Tập 6', '7 nu cuoi xuan 6', '7 Nụ cười xuân 6']",9030000,14629783,55444,5364,100,23,1
xa4zMakmk0E,2022-12-21T14:15:10Z,PT1M27S,UCljFFNaQoJWeP91Bz4m_3bw,TÌNH YÊU BẤT TỬ - BỨC TƯỜNG | FPT BÓNG ĐÁ VIỆT,"['fpt bóng đá việt', 'fpt bong da viet', 'bong da viet', 'fptbongdaviet', 'aff cup', 'aff cup 2022', 'aff 2022', 'aff mis', 'aff mitsubishi electric cup 2022', 'aff mitsubishi', 'trực tiếp aff cup 2022', 'trực tiếp aff mitsubishi', 'trực tiếp aff', 'trực tiếp aff mitsubishi cup 2022', 'trực tiếp bóng đá', 'trực tiếp đá banh', 'aff cup việt nam', 'việt nam aff cup', 'aff cup năm nay', 'aff cup mới nhất', 'tình yêu bất tử', 'tình yêu bất tử bức tường', 'bức tường', 'tinh yeu bat tu']",1160000,5625822,180,6,86,12,0
_uwDdc0D_h8,2022-06-12T18:10:07Z,PT2H59M52S,UCljFFNaQoJWeP91Bz4m_3bw,🔴 TRỰC TIẾP U23 VIỆT NAM VS U23 Ả RẬP XÊ ÚT (BẢN CHÍNH THỨC) | CHUNG KẾT AFC U23 CHÂU Á  - ASIAN CUP,"['việt nam vs ả rập xê út', 'việt nam ả rập xê út', 'việt nam vs ả rập xê út trực tiếp', 'việt nam vs ả rập xê út u23', 'viet nam a rap xe ut truc tiep', 'viet nam a rap xe ut', 'trực tiếp bóng đá hôm nay', 'truc tiep bong da hom nay', 'trực tiếp bóng đá', 'bóng đá', 'bóng đá trực tiếp', 'trực tiếp việt nam ả rập xê út', 'trực tiếp', 'trực tiếp việt nam vs ả rập xê út', 'việt nam', 'u23 việt nam', 'fpt bóng đá', 'fpt play', 'fpt bóng đá việt', 'xem trực tiếp việt nam vs ả rập xê út vòng loại 3 world cup ở kênh nào']",1160000,5284809,31127,396,117,25,0
8qM6f9ysmPk,2023-06-20T14:48:22Z,PT3H18M40S,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: VIỆT NAM - SYRIA | GIAO HỮU QUỐC TẾ | FPT BÓNG ĐÁ VIỆT,"['fpt bóng đá việt', 'trực tiếp việt nam - syria', 'trực tiếp việt nam vs syria', 'trực tiếp bóng đá việt nam - syria', 'việt nam syria', 'việt nam - syria', 'việt nam vs syria', 'việt nam syria trực tiếp', 'việt nam - syria trực tiếp', 'việt nam syria hôm nay', 'trực tiép bóng đá', 'trực tiếp bóng đá hôm nay', 'trực tiếp giao hữu việt nam syria', 'giao hữu việt nam syria', 'tường thuật trực tiếp việt nam syria', 'vn syria', 'viet nam syria', 'đội tuyển việt nam', 'việt nam']",1160000,4765240,0,424,91,16,0
ixy4fzoToFI,2023-01-16T15:13:38Z,PT3H29M11S,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: THÁI LAN - VIỆT NAM | CHUNG KẾT LƯỢT VỀ AFF MITSUBISHI ELECTRIC CUP 2022,"['chung kết thái lan việt nam', 'chung kết lượt về thái lan vs việt nam', 'chung kết aff cup', 'thái lan việt nam', 'thái lan vs việt nam', 'thái lan việt nam chung kết', 'thái lan - việt nam', 'chung kết lượt về', 'trực tiếp thái lan việt nam', 'trực tiếp chung kết thái lan việt nam', 'trực tiếp thái lan vs việt nam', 'trực tiếp chung kết aff cup', 'trực tiếp thái lan việt nam chung kết', 'thái vn', 'thái lan vn', 'trực tiếp thái lan vn', 'thái lan việt nam aff cup', 'chung kết thái việt nam']",1160000,4709466,21332,372,99,17,0
ZxE0MYaBfFk,2023-06-24T18:42:46Z,PT12M50S,UCljFFNaQoJWeP91Bz4m_3bw,"HIGHLIGHTS: ĐỘI TUYỂN NỮ ĐỨC - ĐỘI TUYỂN NỮ VIỆT NAM | THI ĐẤU SÒNG PHẲNG,VỠ ÒA NHỮNG PHÚT CUỐI TRẬN","['fpt bóng đá việt', 'highlights đức việt nam', 'highlights đức - việt nam', 'highlights đức vs việt nam', 'đội tuyển nữ việt nam', 'đội tuyển nữ', 'highlights đội tuyển nữ việt nam', 'highlights đội tuyển nữ đức', 'highlights đội tuyển nữ việt nam - đức', 'highlights bóng đá nữ', 'highlights nữ đức nữ việt nam', 'highlights bóng đá nữ việt nam', 'highlights bóng đá hôm nay', 'giao hữu quốc tế', 'đt nữ', 'đội tuyển nữ vn']",1160000,4031169,0,4456,76,21,0
Vm5_zYInbH4,2023-06-15T14:58:02Z,PT3H14M15S,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: VIỆT NAM - HONG KONG | GIAO HỮU QUỐC TẾ | FPT BÓNG ĐÁ VIỆT,"['fpt bóng đá việt', 'trực tiếp việt nam hong kong', 'trực tiếp việt nam - hong kong', 'việt nam hong kong', 'việt nam hồng kông', 'trực tiếp việt nam vs hong kong', 'trực tiếp việt nam vs hồng kông', 'viet nam hong kong', 'trực tiếp giao hữu việt nam hong kong', 'giao hữu việt nam vs hong kong', 'giao hữu việt nam - hong kong', 'trực tiếp việt nam - hồng kông', 'trực tiếp bóng đá việt nam hong kong', 'viet nam hồng kông', 'đội tuyển việt nam', 'trực tiếp bóng đá', 'giao huu viet nam hong kong']",1160000,3695862,0,664,98,17,0
WvQ-d5_0kUE,2023-11-16T13:11:05Z,PT2H59M,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: PHILIPPINES - VIỆT NAM | BẢNG F - VÒNG LOẠI 2 WORLD CUP 2026 | FPT BÓNG ĐÁ VIỆT,"['fpt bóng đá việt', 'trực tiếp bóng đá hôm nay', 'trực tiếp bóng đá', 'philippines việt nam', 'trực tiếp philippines - việt nam', 'trực tiếp philippines việt nam', 'trực tiếp philippines vs việt nam', 'trực tiếp philippines việt nam hôm nay', 'philippines vs việt nam', 'philippines - việt nam', 'trực tiếp việt nam', 'trực tiếp bóng đá việt nam', 'trực tiếp bóng đá mới nhất hôm nay', 'trực tiếp', 'trực tiếp việt nam hôm nay', 'vòng loại world cup', 'trực tiếp vòng loại world cup', 'việt nam vòng loại world cup']",1160000,3239913,0,267,91,21,1
D1HDkUmuE2E,2023-05-16T16:15:38Z,PT3H46M35S,UCljFFNaQoJWeP91Bz4m_3bw,🔴TRỰC TIẾP: U22 THÁI LAN - U22 INDONESIA | CHUNG KẾT BÓNG ĐÁ NAM SEA GAMES 32 | FPT BÓNG ĐÁ VIỆT,"['fpt bóng đá việt', 'trực tiếp bóng đá nam thái lan indonesia', 'trực tiếp indonesia vs thái lan', 'thái lan vs indonesia', 'thái lan - indonesia', 'thái indo', 'trực tiếp thái indo', 'trực tiếp u22 thái lan u22 indonesia', 'trực tiếp u22 thái u22 indo', 'u22 thái u22 indo', 'thái lan indo', 'trực tiếp bóng đá nam sea games', 'trực tiếp bóng đá', 'trực tiếp thái lan indonesia', 'trực tiếp thái lan - indonesia', 'trực tiếp u22 thái lan - u22 indonesia', 'trực tiếp u22 thái lan vs u22 indonesia']",1160000,3156994,0,154,90,22,0
zycjlXugREE,2022-02-26T15:52:48Z,PT26M36S,UCljFFNaQoJWeP91Bz4m_3bw,HÀNH TRÌNH VÔ ĐỊCH CỦA U23 VIỆT NAM | AFF U23 CHAMPIONSHIP 2022,"['FPT Bóng Đá Việt', 'fpt bong da viet', 'truc tiep bong da', 'doi tuyen viet nam', 'viet nam', 'viet nam 2022', 'highlights viet nam', 'viet nam truc tiep', 'truc tiep bong da hom nay', 'u23 việt nam', 'u23', 'u 23 vn và singapore', 'highlight u23 việt nam', 'u23 mới nhất', 'u23 việt nam mới nhất', 'trực tiếp u23', 'trực tiếp bóng đá', 'trực tiếp bóng đá hôm nay', 'vleague 2022', 'highlight U23 Việt nam', 'tổng hợp bàn thắng U23', 'Highlight Vleague 2022', 'Vleague 2022', 'trực tiếp u23 hôm nay']",1160000,2843453,8190,446,89,13,0
nIMRK-LA8j8,2022-09-28T13:34:14Z,PT11M30S,UCljFFNaQoJWeP91Bz4m_3bw,"VIỆT NAM - HÀN QUỐC | HỒ VĂN Ý LẠI RỰC SÁNG, VIỆT NAM ĐỔ “MƯA BÀN THẮNG&quot; | AFC FUTSAL ASIAN CUP 2022","['đội tuyển việt nam', 'việt nam vs hàn quốc', 'futsal việt nam', 'futsal việt nam vs futsal hàn quốc', 'bóng đá việt nam', 'trực tiếp futsal việt nam vs futsal hàn quốc', 'u23 việt nam', 'trực tiếp việt nam vs hàn quốc', 'futsal hàn quốc vs futsal việt nam', 'việt nam', 'trực tiếp việt nam vs hàn quốc futsal', 'trực tiếp futsal hàn quốc vs futsal việt nam', 'đt futsal việt nam', 'hàn quốc vs việt nam', 'trực tiếp hàn quốc vs việt nam', 'futsal', 'soi kèo hàn quốc vs việt nam 28/9/2022', 'hàn quốc']",1160000,2770171,14025,778,95,24,0
bB4GebuZN94,2023-03-01T12:01:59Z,PT8M4S,UCbkllEQivzBHCkaQX-w4N3Q,Highlights U20 Việt Nam vs U20 Úc | Quốc Việt lập siêu phẩm chấn động Châu Á - VN tạo địa chấn,"['highlights việt nam vs úc', 'highlights viet nam vs uc', 'highlights vietnam vs australia', 'việt nam vs úc', 'viet nam vs uc', 'viet nam vs uc asian cup 2023', 'u20 asian cup viet nam vs uc', 'viet nam vs uc u20 asian cup 2023', 'viet nam vs uc highlights', 'vietnam vs australia highlights', 'highlights bóng đá', 'highlights bóng đá mới nhất', 'highlights bóng đá hôm nay', 'viet nam vs uc hom nay', 'vn vs australia', 'highlights vn vs australia', 'vn vs australia highlights', 'u20 vn 1 0 u20 australia']",150000,2566079,8214,766,89,22,0
IAzKKZFroSY,2023-09-11T14:47:55Z,PT8M50S,UCbkllEQivzBHCkaQX-w4N3Q,"Highlights: Việt Nam - Palestine | Công Phượng nổ súng, Văn Toàn kiến tạo cho Tuấn Hải sút cháy lưới","['bóng đá việt nam', 'highlights việt nam palestine', 'highlights việt nam vs palestine', 'highlights việt nam - palestine', 'highlights viet nam palestine', 'việt nam palestine', 'việt nam vs palestine', 'việt nam - palestine', 'highlights giao hữu việt nam palestine', 'highlights giao hữu việt nam vs palestine', 'giao hữu việt nam palestine', 'giao hữu việt nam - palestine', 'việt nam palestine highlights', 'việt nam vs palestine highlights', 'highlights bóng đá', 'đội tuyển việt nam']",150000,1848360,9017,1709,73,20,0
gmnYO48Xp5Y,2023-03-28T19:44:58Z,PT13M4S,UCbkllEQivzBHCkaQX-w4N3Q,Highlights U23 Việt Nam vs U23 Kyrgyzstan | U23 VN lột xác - Thẻ đỏ và loạt sút 11m siêu kịch tính,"['highlights u23 việt nam vs u23 kyrgyzstan', 'highlights u23 viet nam vs u23 kyrgyzstan', 'highlights u23 vietnam vs u23 kyrgyzstan', 'u23 viet nam vs u23 kyrgyzstan', 'u23 việt nam vs u23 kyrgyzstan', 'u23 vietnam vs u23 kyrgyzstan', 'u23 viet nam vs u23 kyrgyzstan highlights', 'u23 vietnam vs u23 kyrgyzstan highlights', 'highlights bóng đá', 'highlights bóng đá hôm nay', 'highlights bóng đá mới nhất', 'bong da', 'highlight bong da', 'bong da truc tiep hom nay', 'u23 việt nam', 'u23 vietnam', 'u23 vn']",150000,1607924,4474,1344,81,22,0
QSFR0Hez0jE,2023-03-07T12:05:20Z,PT8M13S,UCbkllEQivzBHCkaQX-w4N3Q,Highlights U20 Việt Nam vs U20 Iran | Khuất Văn Khang tỏa sáng - U20 VN khiến Iran sợ xanh mặt,"['highlights u20 việt nam vs u20 iran', 'highlights u20 viet nam vs u20 iran', 'highlights u20 vietnam vs u20 iran', 'u20 việt nam vs u20 iran', 'u20 viet nam vs u20 iran', 'u20 vietnam vs u20 iran', 'u20 việt nam vs u20 iran highlights', 'u20 viet nam vs u20 iran highlights', 'u20 vietnam vs u20 iran highlights', 'highlights bóng đá', 'highlights bóng đá mới nhất', 'highlights bóng đá hôm nay', 'bong da', 'bong da truc tiep hom nay', 'u20 việt nam', 'u20 vietnam', 'u20 viet nam', 'u20 việt nam vs', 'u20 vn']",150000,1580624,4537,867,92,21,0
v_5lsOmBOP0,2023-11-16T13:11:44Z,PT11M27S,UCbkllEQivzBHCkaQX-w4N3Q,"Highlights: Philippines - Việt Nam | Văn Toàn giải hạn, Đình Bắc lập siêu phẩm, khởi đầu thuận lợi","['bóng đá việt nam', 'highlights bóng đá', 'highlights', 'highlights philippines việt nam', 'highlights philippines vs việt nam', 'highlights philippines - việt nam', 'philippines việt nam', 'philippines - việt nam', 'philippines vs việt nam', 'highlights việt nam', 'highlights vòng loại world cup', 'việt nam vòng loại world cup', 'philippines việt nam vòng loại wc', 'việt nam', 'đội tuyển việt nam', 'highlights bóng đá hôm nay', 'highlights bóng đá mới nhất', 'highlights hôm nay']",150000,1405486,8143,1379,72,19,1
dJ-fhPhikwY,2023-02-03T14:22:06Z,PT9M53S,UCbkllEQivzBHCkaQX-w4N3Q,Highlights CAHN vs Bình Định | Đại tiệc 5 bàn - 4 tuyệt phẩm đẳng cấp và quả 11m tranh cãi,"['FPT Bóng Đá Việt', 'fpt bong da viet', 'truc tiep bong da', 'doi tuyen viet nam', 'viet nam', 'viet nam 2022', 'highlights viet nam', 'viet nam truc tiep', 'truc tiep bong da hom nay', 'u23 việt nam', 'trực tiếp bóng đá', 'trực tiếp bóng đá hôm nay', 'tổng hợp bàn thắng đội tuyển việt nam', 'trực tiếp u23 hôm nay', 'tin tức bóng đá', 'bóng đá việt nam hôm nay', 'trực tiếp trận đấu', 'đội tuyển U23', 'tổng hợp bàn thắng', 'bản tin bóng đá', 'FPT Bóng đá việt', 'Bóng đá việt nam']",150000,1138548,4152,977,93,21,0
BQyZOJzMTT8,2023-03-25T19:30:54Z,PT12M41S,UCbkllEQivzBHCkaQX-w4N3Q,Highlights U23 Việt Nam vs U23 UAE | Thủ môn VN lao đầu vào cột dọc chấn thương-Siêu phẩm tuyệt đẹp,"['highlights u23 việt nam vs u23 uae', 'highlights u23 viet nam vs u23 uae', 'highlights u23 vietnam vs u23 uae', 'u23 việt nam vs u23 uae', 'u23 viet nam vs u23 uae', 'u23 vietnam vs u23 uae', 'u23 việt nam vs u23 uae highlights', 'u23 viet nam vs u23 uae highlight', 'u23 vietnam vs u23 uae highlight', 'highlight bóng đá', 'highlight bóng đá mới nhất', 'highlight bóng đá hôm nay', 'viet nam vs uae truc tiep', 'truc tiep u23 viet nam vs u23 uae', 'u23 vn vs u23 uae', 'bong da', 'highlight bong da', 'u23 việt nam']",150000,1040580,3166,1336,97,21,0
yX_p9yGoQC4,2023-06-20T15:12:05Z,PT8M43S,UCbkllEQivzBHCkaQX-w4N3Q,"Highlights: Việt Nam - Syria | Điểm tựa hàng thủ, Tuấn Hải lập siêu phẩm mang về thắng lợi kịch tính","['bóng đá việt nam', 'highlights việt nam syria', 'highlights việt nam vs syria', 'highlights việt nam - syria', 'highlights viet nam syria', 'việt nam syria', 'việt nam vs syria', 'việt nam - syria', 'highlights giao hữu việt nam syria', 'highlights giao hữu việt nam vs syria', 'giao hữu việt nam syria', 'giao hữu việt nam - syria', 'việt nam syria highlights', 'việt nam vs syria highlights', 'highlights bóng đá', 'đội tuỷên việt nam']",150000,1025366,4058,802,73,21,0
6EnC6hRyhWQ,2023-11-16T13:10:43Z,PT2H58M35S,UCbkllEQivzBHCkaQX-w4N3Q,🔴Trực tiếp bóng đá hôm nay: Philippines - Việt Nam | Bảng F - Vòng loại 2 World Cup 2026,"['bóng đá việt nam', 'trực tiếp bóng đá hôm nay', 'trực tiếp bóng đá', 'philippines việt nam', 'trực tiếp philippines - việt nam', 'trực tiếp philippines việt nam', 'trực tiếp philippines vs việt nam', 'trực tiếp philippines việt nam hôm nay', 'philippines vs việt nam', 'philippines - việt nam', 'trực tiếp việt nam', 'trực tiếp bóng đá việt nam', 'trực tiếp bóng đá mới nhất hôm nay', 'trực tiếp', 'trực tiếp việt nam hôm nay', 'vòng loại world cup', 'trực tiếp vòng loại world cup', 'việt nam vòng loại world cup']",150000,984002,4742,219,91,20,0
K69acTsvBOA,2023-06-24T18:36:31Z,PT13M23S,UCbkllEQivzBHCkaQX-w4N3Q,"Highlights: Đức-Việt Nam | Sòng phẳng với đội top 2 thế giới, Thanh Nhã lập siêu phẩm đi vào lịch sử","['bóng đá việt nam', 'highlights đức việt nam', 'highlights đức - việt nam', 'highlights đức vs việt nam', 'đội tuyển nữ việt nam', 'đội tuyển nữ', 'highlights đội tuyển nữ việt nam', 'highlights đội tuyển nữ đức', 'highlights đội tuyển nữ việt nam - đức', 'highlights bóng đá nữ', 'highlights nữ đức nữ việt nam', 'highlights bóng đá nữ việt nam', 'highlights bóng đá hôm nay', 'giao hữu quốc tế']",150000,979717,4132,950,70,21,0
HOnKnQ5tCQU,2023-11-12T12:22:14Z,PT4H59M24S,UChG2EWuXoW7Tgof35WjbsnQ,T1 vs JDG (BO5) | CKTG 2023 - BÁN KẾT 2,"['LMHT', 'VCS', 'VCS LMHT', 'Liên Minh Huyền Thoại', 'VCS Liên Minh Huyền Thoại', 'giải đấu VCS', 'LoL', 'VCS LoL', 'Esports', 'LMHT Esports', 'VCS esports', 'giải đấu liên minh huyền thoại', 'giải đấu liên minh', 'giải đấu LoL', 'tuyển thủ Liên Minh Huyền Thoại', 'tuyển thủ LoL', 'tuyển thủ VCS']",485000,4165049,48690,686,49,11,1
ngsXDapivY4,2023-11-03T13:16:39Z,PT5H42M14S,UChG2EWuXoW7Tgof35WjbsnQ,GEN vs BLG (BO5) | CKTG 2023 - TỨ KẾT 2,"['LMHT', 'VCS', 'VCS LMHT', 'Liên Minh Huyền Thoại', 'VCS Liên Minh Huyền Thoại', 'giải đấu VCS', 'LoL', 'VCS LoL', 'Esports', 'LMHT Esports', 'VCS esports', 'giải đấu liên minh huyền thoại', 'giải đấu liên minh', 'giải đấu LoL', 'tuyển thủ Liên Minh Huyền Thoại', 'tuyển thủ LoL', 'tuyển thủ VCS']",485000,2816014,19838,470,49,11,0
